Texto,Sarcasmo,len_chars,len_words
Un hombre aprieta el botón de las puertas del vagón con un minuto de antelación para que los otros viajeros sepan que pueden confiar en él y que tiene intención de abrir,1,169,32
Fin de semana de sexo y amor en Barcelona,0,41,9
Comparativa: Avisar a Ramírez de que tiene un trozo de lechuga entre los dientes vs. Dejar que Ramírez haga su presentación con un trozo de lechuga entre los dientes,1,165,29
Brawner Builders da por muertos a sus seis trabajadores tras el colapso del puente de Baltimore,0,95,16
VoIP: ¿Regular la revolución?,0,29,4
El Supremo de Brasil ordena detener a más de 200 acusados de vínculos con el asalto golpista de Brasilia,0,104,19
El océano como museo: Lola Higueras y su lucha contra el cambio climático,0,73,13
Nueva victoria para el feminismo: una marca ha empezado a fabricar frankfurts que también tienen forma de vagina,1,112,18
Los Reyes Magos enviarán regalos gratis a niños «influencers» a cambio de tuits y menciones,1,91,15
El desfalco de San Fernando acaba con la carrera del exalcalde del PA,0,69,13
La responsabilidad ambiental de las empresas,0,44,6
Qué emocionante es tener cada palabra que dices analizada como si fuera un discurso histórico.,1,94,15
"Food Nando: creatividad, honestidad y mucho sabor para llevar",0,61,9
Los jardines más increíbles para visitar en Asia que no te puedes perder,0,72,13
"Ah, sí, porque nunca hay malentendidos ni discusiones en una relación perfecta.",1,79,12
El marbellí Ayoub Ghadfa será el primer boxeador olímpico malagueño,0,67,10
Crean la primera ruta turística por tiendas de cigarrillos electrónicos abandonadas,1,83,11
Las procesiones del Cristo del Amor y de Minerva centran los actos del fin de semana,0,84,16
La policía se aproxima al lugar. Mantener a Soner a salvo.,0,58,11
400 años de la muerte de dos genios,0,35,8
Estos son los cinco requisitos que debes cumplir para recibir el bono joven del alquiler,1,88,15
El ‘Napoleón’ de Ridley Scott no convence en Francia: “Un filme muy antifrancés”,0,80,13
Meta detiene su proyecto para entrenar a la IA con publicaciones de Facebook e Instagram en Europa,0,98,17
"Qué suerte, ser famoso significa que siempre serás la persona perfecta para los demás.",1,86,14
Sigue intentando meter los dedos en el enchufe a los cincuenta años,1,67,12
Pequeñas rutinas de las grandes mentes,0,38,6
Camavinga conquista el medio del Real Madrid,0,44,7
Despierta tras diez años en coma y sigue en la sala de espera de urgencias,1,74,15
Lay’s admite que sólo ha usado una patata para todas las bolsas que ha vendido,1,78,15
Fórmula Comidista de julio: ‘batch cooking’ flexible para cocinar una tarde y comer toda la semana,0,98,16
La luna: su significado en la carta astral según la psicoastrologia Jungiana,0,76,12
"Rodrigo Orozco, nuevo presidente de la Asociación de Ginecología y Obstetricia de Málaga",0,88,13
Los videojuegos mejor en familia y con la consola en el salón,0,61,12
España cae al último puesto en gasto en defensa de los aliados de la OTAN,0,73,15
El sueño de Rosa Parks se cumple a medias,0,41,9
"Estrenos de ""Galileo galilei"" y ""Los emigrados""",0,47,7
El nuevo «teaser» de Juego de Tronos es una imagen de George R. R. Martin en el sofá no escribiendo el final de los libros,1,122,25
Aprovecha una primera cita para pedir que le pregunten el temario de las oposiciones,1,84,14
Características del videojuego Red Dead Redemption 2,1,52,7
El Supremo avala la renuncia de los jubilados a su pensión una vez concedida para seguir cotizando,0,98,17
CHARLES DARWIN Y BENJAMIN BUTTON,0,32,5
Eso tan difícil de pensarnos en la nada una vez muertos,0,55,11
Una exultante reina Sofía reaparece quemando sus fotos de boda con el rey Juan Carlos,1,85,15
"Ah, claro, porque un beso lo arregla todo, incluso las mayores diferencias.",1,75,12
"Las obras de la casa donde vive Ayuso se hicieron sin permiso, según las tres bases de datos urbanísticas de Madrid",0,115,21
Miguel Ríos celebra sus 80 años con un emotivo concierto en su Granada natal,0,76,14
El Gobierno asegura que Rajoy se encuentra bien y que las urnas más peligrosas ya han sido neutralizadas,1,104,18
La mafia de la salud pública,0,28,6
Este año quiero enfocarme en ahorrar más y gastar menos.,0,56,10
Científicos demuestran que es imposible no saludarse a uno mismo al verse en los monitores de seguridad,1,103,17
Stoltenberg: la OTAN dará una “respuesta decidida” si se constata que la fuga en un gasoducto finlandés es un “ataque deliberado”,0,129,21
Gallardón interrumpe una reunión de Femen con el pene al aire,1,61,11
Un falso lama acepta una condena de seis meses de prisión por manipular a sus seguidores,0,88,16
Las empresas españolas se comprometen a aumentar el número de mujeres machistas en sus órganos directivos,1,105,16
El retrato de la marquesa del Llano vuelve a la familia De la Sota 86 años después de ser incautado por el franquismo,0,117,23
Se niega a apartar la mirada de un cuadro hasta que lo entienda,1,63,13
Las consultas y cirugías realizadas en el Hospital Regional cayeron al mínimo histórico en 2022,0,95,15
Retiran las aulas prefabricadas del Indira Gandhi en Mijas,0,58,9
La cara amarga del iPad está en Shenzhen,0,40,8
El presidente de ASICS China Trading destaca la innovación deportiva en una visita a UAX,0,88,15
Los periodistas reconocen ahora que Reuters no existe y que se la inventaron «porque da empaque a las noticias»,1,111,19
"Alemania declara genocidio el Holodomor, el Holocausto ucraniano bajo Stalin",0,76,10
Qué emocionante cuando cancelan la serie justo antes del gran final.,1,68,11
Wembley intenta conjurar el fantasma de la Eurocopa 2020 para la final de la Champions,0,86,15
Unidad Editorial encarga a Pablo Iglesias el ERE en El Mundo,1,60,11
"El ex primer ministro de Tailandia Thaksin Shinawatra, encarcelado al regresar al país tras 15 años de exilio",0,109,18
La sequía recorta la cosecha de cereales y reanima los precios,0,62,11
"A Billie Eilish le llueven las críticas por no saber quién es Claude Elwood Shannon, autor de «Ein – Aus: ausgewählte Schriften zur Kommunikations- und Nachrichtentheorie»",1,171,26
El día en que mataron a Martin Luther King,0,42,9
"López Nieto: «El factor Carpena esta siendo negativo en partidos definitivos, y hay que analizarlo»",0,99,15
Estos son los diez motivos por los que hay que votar al partido que hay que votar,1,81,17
«Una mala fisioterapia puede estropear una cirugía bien hecha y al contrario»,0,77,12
No es real.,0,11,3
Miquel Iceta se reúne con Nacho Duato para preparar la escenificación del «no»,1,78,13
El regreso a la cima de Carolina Marín tras reinar en el All England,0,68,14
¿Estás listo para el Día Mundial de la Tortilla de Patata?,0,58,11
Moreno afirma que los jóvenes son protagonistas de la transformación de Andalucía,0,81,12
"¿Qué ha pasado este fin de semana en la ACB? Juventud, divino tesoro",0,68,13
"El Papa repite postre por tercera vez porque, según sus palabras, “es lo que querría Jesús”",1,91,16
El hijo de Ana Pastor y Antonio García Ferreras protagonizará una nueva entrega de “Solo en casa”,1,97,17
"“De la nariz al rabo”: esta es la filosofía de St. John, el templo gastronómico londinense",0,90,16
"Las críticas de teatro de la semana: la justicia en tiempos de nazis, una tragedia griega con guasa andaluza y un número circense entre padre e hijo",0,148,27
"Feliz Navidad. A trabajar. ¿Oye, por qué tienes que ser tan engreído? No es necesario. ¿Esto a es divertido hasta que es tu turno, no?",0,134,25
¿Cómo dices?,0,12,2
Las mejores bandas de mariachis para echar a tu inquilino,1,57,10
Audiencias: buenos resultados de Felipe VI en ‘Gran Hermano Revolution’,1,71,10
Un psicópata dice no tener nada que ponerse ante un armario lleno de ropa tejida con piel humana,1,96,18
El laboratorio español que analiza burbujas en el hielo para estudiar el cambio climático,0,89,14
Rajoy resalta el apoyo mayoritario a Felipe VI y el éxito de la sucesión,0,72,14
Los dueños de patinetes eléctricos tendrán la obligación de contratar un seguro,0,79,12
"Fabián Ruiz, en el nombre de Chari",0,34,7
"“Juego de tronos” 7×07: El dragón, el lobo y la liebre",1,54,11
Inventan una tijera que puede ganar a la piedra,1,47,9
"El milagro de la recuperación del pinsapo, que vuelve a su territorio",0,69,12
El ciclón ‘Daniel’ desató en Derna una tragedia que llevaba décadas gestándose,0,78,12
"Datlight, la empresa malagueña pionera en crear la tecnología LiFi",0,66,10
Sin conexión,0,12,2
Estas son las frases más significativas del “off the record” que se ha filtrado de Irene Montero,1,96,17
Flotats encarna a Stalin en su regreso al teatro de Barcelona,0,61,11
"Lleva tus bolsillos siempre ordenados con estas carteras y billeteras para hombre desde 19,99€",0,94,14
España ya es el país europeo con más suscripciones a El Mundo Today,1,67,13
"Viejalia, la mejor feria de abuelos del mundo",1,45,8
Cinco vientres de alquiler para entrar a vivir en Madrid,1,56,10
Funky Buddha Marbella: Cocina argentina a pie de playa,0,54,9
"Según el barómetro del CIS, pedir ya es más triste que robar",1,60,12
"La frase «Sólo quiero probarlo» engorda entre seis y diez kilos, según los expertos",1,83,14
Una oleada de tornados causa al menos 18 muertos en EE UU,0,57,12
The Andalusian lover of Christopher Columbus,0,44,6
Los siete mejores rincones de tu casa donde esconder a tu amante si eres Juan Carlos I,1,86,17
Michelangelo Pistoletto discovers the formula of creation at the CAC,0,68,10
Nadal renuncia a Wimbledon y jugará en Bastad,0,45,8
El nuevo de la oficina lleva una hora hablando con la máquina de café para integrarse,1,85,16
"Kylian Mbappé, el hombre de la máscara",0,38,7
Los jóvenes españoles denuncian que es imposible pagar el alquiler con lo cara que está la cocaína,1,98,17
El Gobierno balear cuestiona miles de contratos anticovid tras dejar caducar la reclamación a la trama Koldo,0,108,17
Malaga province records fourth highest increase in housing prices in Spain,0,74,11
Se va de vacaciones y deja a toda su familia en casa para que los ladrones crean que hay alguien,1,96,20
"Tom Brady, arrepentido de su paso por el ‘roast’ de Netflix: “No me gustó la forma en que afectó a mis hijos”",0,109,22
"'Cloud skin', la tendencia viral de maquillaje en TikTok que te deja la piel como con un filtro",0,95,18
Gimnasia rítmica en Alcorcón.,0,29,4
"Christopher Nolan, el cineasta que impuso su visión a Hollywood",0,63,10
Siete lugares con encanto para visitar en el continente formado por basura que hay en el océano,1,95,17
"María Guardiola, presidenta de Extremadura, ingresada en la UCI tras sufrir una sepsis",0,86,13
"Qué bien, siempre es tan fácil leer la mente de tu pareja y saber lo que quiere.",1,80,17
Los fans de Bowie siguen esperando que el artista abandone ya esa etapa suya consistente en estar muerto,1,104,18
Consejos para la prevención del suicidio,1,40,6
Los dos hongos que ayudaron a derrotar a Napoleón y Hitler en Rusia,0,67,13
Nos reunimos en un parque con mis amigos para pasar la tarde juntos.,0,68,13
Así fue el discurso más largo de Fidel Castro,1,45,9
"Vale, vale. Enseguida recogeré mis cosas.",0,41,6
Estepona pone la directa para tener su desaladora: aprueba prorrogar el canon para pagarla,0,90,14
El cambio climático puede eliminar la sardina y la caballa de la dieta,0,70,13
¿Qué queda al margen de la inteligencia artificial?,0,51,8
"Dónde comer en Bilbao, según el cocinero Josean Alija (Nerua)",0,61,10
¿Qué opinan los españoles del nuevo billete de 50 euros?,1,56,10
La Policía desaloja una fiesta porque los anfitriones no sabían cómo echar a la gente,1,85,15
Tu madre nos enseña tu habitación,1,33,6
Lárgate de aquí. Tengo donde ir. Lárgate. Vete.,0,47,8
Detenido por desvalijar los ornamentos de 70 tumbas en Jaén,0,59,10
"Las mejores frases de ‘Manual de Resistencia’, el libro de Pedro Sánchez",1,72,12
Tribu de caníbales solicita más estudiantes de intercambio,1,58,8
"Sopa de tomate, costillas y chocolate: así se preparó la última cena de Estado en los fogones de la Casa Blanca",0,111,21
El guante de lentejuelas de Michael Jackson era de papel de plata,1,65,12
Qué tipos de cursos de programación hay y cuál me conviene más,0,62,12
Ayoub Ghadfa: «Me hacían 'bullying' y empecé haciendo kickboxing para defenderme»,0,81,11
En la cama con Frida Kahlo,0,26,6
“Cómo supe lo que pasó en Tiananmén”: El silencio impera en China 35 años después de la matanza,0,95,18
Cuando la natación tenía obstáculos,0,35,5
"Alma Lima: cocina peruana contemporánea, fresca y auténtica en Málaga",0,69,10
"“Un Spock increíble, un terrible cliente”: el actor Zachary Quinto es vetado de un restaurante en Canadá",0,104,17
"Dante, entre el inferno y el paraíso de su 'Comedia'",0,52,10
Torrox celebra un fin de semana gastronómico con un festival de 'foodtrucks',0,76,12
Adiós a Thomas Edison,0,21,4
¿Para qué quiere Google una licencia de telefonía movil?,0,56,9
"La megafonia de l’Ajuntament de Vic ara ja, directament, explica la seva vida",1,77,13
Embarazada de gemelos ya ha decidido cuál es su preferido,1,57,10
La producción de salmón ahumado ha caído un 80% desde que se prohibió arrojar colillas al río,1,93,17
Las matemáticas que salvan el bosque,0,36,6
"Un investigador de la UMA recibe 2,5 millones para desarrollar cementos ecológicos",0,82,12
El mar languidece: faltan manos jóvenes para faenar,0,51,8
Un paleontólogo confirma que los australopithecus eran calvos con melena,1,72,10
"Daniel Noboa elimina el subsidio a la gasolina, una medida que puso contra las cuerdas a los últimos Gobiernos de Ecuador",0,121,21
Julio Iglesias pone fin a su carrera musical para centrarse en tener más hijos,1,78,14
Buenos bocatas,0,14,2
"El ‘efecto Forer’, el motivo por el que muchas personas creen en el tarot",0,73,14
Estrógenos SA: el gran negocio en torno a la menopausia,0,55,10
El Gobierno mantendrá indefinidamente el uso de mascarillas para evitar el contagio de bostezos,1,95,14
